,X_AWARE,Y_AWARE,Z_AWARE,time_AWARE
0,40.91999816894531,6.480000019073486,-29.03999900817871,1669590118461.0
1,38.21999740600586,-0.41999998688697815,-29.760000228881836,1669590125956.0
2,38.21999740600586,0.17999999225139618,-30.0,1669590126114.0
3,38.57999801635742,0.23999999463558197,-29.939998626708984,1669590126275.0
4,38.099998474121094,0.41999998688697815,-30.239999771118164,1669590126434.0
5,38.21999740600586,-0.17999999225139618,-29.15999984741211,1669590126610.0
6,39.779998779296875,-2.2799999713897705,-25.19999885559082,1669590126754.0
7,41.34000015258789,-4.559999942779541,-20.100000381469727,1669590126913.0
8,43.73999786376953,-6.779999732971191,-15.059999465942383,1669590127073.0
9,45.47999954223633,-7.559999942779541,-12.479999542236328,1669590127233.0
10,44.459999084472656,-4.799999713897705,-14.9399995803833,1669590127393.0
11,42.29999923706055,-0.5999999642372131,-20.8799991607666,1669590127553.0
12,36.0,4.440000057220459,-29.459999084472656,1669590127714.0
13,31.01999855041504,7.079999923706055,-35.81999969482422,1669590127872.0
14,28.19999885559082,3.5399999618530273,-37.55999755859375,1669590128032.0
15,24.65999984741211,-2.0999999046325684,-37.2599983215332,1669590128191.0
16,25.920000076293945,-8.699999809265137,-33.36000061035156,1669590128352.0
17,25.799999237060547,-14.09999942779541,-30.779998779296875,1669590128511.0
18,25.01999855041504,-16.079999923706055,-30.119998931884766,1669590128671.0
19,26.399999618530273,-16.85999870300293,-29.51999855041504,1669590128831.0
20,26.51999855041504,-17.579999923706055,-29.69999885559082,1669590128990.0
21,26.760000228881836,-17.100000381469727,-30.17999839782715,1669590129150.0
22,26.639999389648438,-16.5,-30.599998474121094,1669590129310.0
23,25.739999771118164,-15.65999984741211,-30.84000015258789,1669590129470.0
24,25.979999542236328,-15.479999542236328,-31.139999389648438,1669590129630.0
25,26.81999969482422,-15.839999198913574,-30.299999237060547,1669590129791.0
26,28.01999855041504,-17.15999984741211,-28.799999237060547,1669590129949.0
27,29.51999855041504,-18.119998931884766,-27.299999237060547,1669590130109.0
28,30.53999900817871,-18.119998931884766,-26.15999984741211,1669590130269.0
29,30.35999870300293,-18.059999465942383,-26.15999984741211,1669590130429.0
30,29.81999969482422,-16.739999771118164,-27.65999984741211,1669590130589.0
31,29.459999084472656,-16.260000228881836,-28.739999771118164,1669590130749.0
32,28.920000076293945,-16.020000457763672,-28.920000076293945,1669590130908.0
33,28.619998931884766,-15.359999656677246,-29.939998626708984,1669590131069.0
34,27.719999313354492,-14.9399995803833,-30.17999839782715,1669590131229.0
35,27.53999900817871,-13.979999542236328,-30.479999542236328,1669590131388.0
36,27.059999465942383,-13.019999504089355,-31.19999885559082,1669590131545.0
37,28.079999923706055,-12.84000015258789,-29.760000228881836,1669590131705.0
38,28.68000030517578,-12.719999313354492,-28.5,1669590131865.0
39,28.85999870300293,-12.84000015258789,-27.959999084472656,1669590132028.0
40,29.579999923706055,-13.139999389648438,-27.299999237060547,1669590132184.0
41,29.34000015258789,-13.619999885559082,-26.81999969482422,1669590132344.0
42,30.239999771118164,-13.979999542236328,-27.059999465942383,1669590132504.0
43,31.01999855041504,-13.739999771118164,-27.18000030517578,1669590132664.0
44,30.65999984741211,-14.219999313354492,-26.8799991607666,1669590132823.0
45,30.899999618530273,-14.09999942779541,-27.53999900817871,1669590132983.0
46,30.719999313354492,-13.679999351501465,-27.84000015258789,1669590133144.0
47,30.35999870300293,-13.739999771118164,-28.260000228881836,1669590133303.0
48,30.420000076293945,-12.84000015258789,-28.739999771118164,1669590133463.0
49,30.53999900817871,-12.59999942779541,-28.85999870300293,1669590133623.0
50,30.53999900817871,-12.479999542236328,-28.439998626708984,1669590133783.0
51,30.059999465942383,-12.899999618530273,-28.19999885559082,1669590133943.0
52,30.420000076293945,-13.199999809265137,-28.139999389648438,1669590134103.0
53,30.17999839782715,-12.84000015258789,-27.65999984741211,1669590134263.0
54,29.939998626708984,-12.899999618530273,-27.959999084472656,1669590134422.0
55,30.17999839782715,-12.059999465942383,-27.959999084472656,1669590134582.0
56,30.420000076293945,-11.819999694824219,-27.84000015258789,1669590134741.0
57,29.939998626708984,-12.059999465942383,-28.3799991607666,1669590134902.0
58,30.239999771118164,-11.75999927520752,-28.559999465942383,1669590135062.0
59,30.479999542236328,-12.0,-28.31999969482422,1669590135221.0
60,30.059999465942383,-11.880000114440918,-28.260000228881836,1669590135381.0
61,30.35999870300293,-12.179999351501465,-28.079999923706055,1669590135541.0
62,30.53999900817871,-12.479999542236328,-27.84000015258789,1669590135701.0
63,30.719999313354492,-12.65999984741211,-28.139999389648438,1669590135861.0
64,31.19999885559082,-12.84000015258789,-27.959999084472656,1669590136021.0
65,31.739999771118164,-12.239999771118164,-27.719999313354492,1669590136181.0
66,31.619998931884766,-12.0,-27.84000015258789,1669590136341.0
67,31.260000228881836,-11.279999732971191,-27.779998779296875,1669590136500.0
68,31.079999923706055,-10.739999771118164,-28.01999855041504,1669590136660.0
69,30.84000015258789,-10.800000190734863,-28.139999389648438,1669590136820.0
70,30.719999313354492,-10.920000076293945,-28.139999389648438,1669590136981.0
71,30.35999870300293,-11.279999732971191,-27.84000015258789,1669590137140.0
72,30.479999542236328,-11.699999809265137,-27.779998779296875,1669590137299.0
73,30.479999542236328,-11.75999927520752,-28.079999923706055,1669590137459.0
74,30.65999984741211,-11.699999809265137,-27.599998474121094,1669590137619.0
75,31.260000228881836,-11.579999923706055,-28.139999389648438,1669590137779.0
76,31.3799991607666,-12.119999885559082,-28.260000228881836,1669590137939.0
77,31.3799991607666,-12.0,-28.260000228881836,1669590138099.0
78,31.079999923706055,-11.639999389648438,-28.799999237060547,1669590138259.0
79,31.19999885559082,-11.75999927520752,-28.559999465942383,1669590138419.0
80,31.01999855041504,-11.34000015258789,-28.439998626708984,1669590138580.0
81,30.779998779296875,-11.279999732971191,-28.31999969482422,1669590138739.0
82,30.779998779296875,-11.519999504089355,-28.439998626708984,1669590138898.0
83,30.17999839782715,-11.880000114440918,-28.5,1669590139058.0
84,29.579999923706055,-11.75999927520752,-28.799999237060547,1669590139218.0
85,29.81999969482422,-11.639999389648438,-29.219999313354492,1669590139378.0
86,30.059999465942383,-11.579999923706055,-29.099998474121094,1669590139538.0
87,30.53999900817871,-11.15999984741211,-29.219999313354492,1669590139698.0
88,30.420000076293945,-11.460000038146973,-29.69999885559082,1669590139857.0
89,30.239999771118164,-11.880000114440918,-29.34000015258789,1669590140017.0
90,29.939998626708984,-12.119999885559082,-29.639999389648438,1669590140177.0
91,29.69999885559082,-12.0,-29.760000228881836,1669590140337.0
92,30.0,-11.819999694824219,-29.34000015258789,1669590140497.0
93,30.059999465942383,-11.399999618530273,-29.34000015258789,1669590140656.0
94,30.0,-11.75999927520752,-28.920000076293945,1669590140816.0
95,30.059999465942383,-11.699999809265137,-29.34000015258789,1669590140976.0
96,30.899999618530273,-11.819999694824219,-29.459999084472656,1669590141136.0
97,31.19999885559082,-12.420000076293945,-29.51999855041504,1669590141298.0
98,31.3799991607666,-12.239999771118164,-29.939998626708984,1669590141455.0
99,31.079999923706055,-12.359999656677246,-29.51999855041504,1669590141615.0
100,30.35999870300293,-11.880000114440918,-28.739999771118164,1669590141776.0
101,30.479999542236328,-11.579999923706055,-28.439998626708984,1669590141935.0
