,Name,Label,count,X_UnCal_mean,X_UnCal_std,X_UnCal_min,X_UnCal_25%,X_UnCal_50%,X_UnCal_75%,X_UnCal_max,Y_UnCal_mean,Y_UnCal_std,Y_UnCal_min,Y_UnCal_25%,Y_UnCal_50%,Y_UnCal_75%,Y_UnCal_max,Z_UnCal_mean,Z_UnCal_std,Z_UnCal_min,Z_UnCal_25%,Z_UnCal_50%,Z_UnCal_75%,Z_UnCal_max,Intensity_mean,Intensity_std,Intensity_min,Intensity_25%,Intensity_50%,Intensity_75%,Intensity_max,X_Bias,Y_Bias,Z_Bias,Bias_Intensity,Accuracy,fourier_mean,fourier_std,fourier_min,fourier_25%,fourier_50%,fourier_75%,fourier_max
20,milenkosRoomNearDevices_0,5,1000.0,9.7727122346,1.274943004938254,4.026,8.988349750000001,9.6441,10.42184925,13.054,56.825561918,0.4172457957631043,54.7658,56.5714,56.8154,57.096,58.1574,-75.55894230899999,0.8189160292452965,-81.8864,-76.006,-75.5241,-75.0422,-73.065796,95.05744896391913,0.594669371001969,93.38859184354372,94.6609446793783,95.02133490692633,95.3913110524248,98.83635116575277,0.0,0.0,0.0,0.0,1,4.130371099593809,26.91654188888286,0.2249167313331783,0.29346937657557637,0.32058546987946246,0.3572682204083533,190.6521159436024
21,milenkosRoomNearDevices_1,5,1000.0,9.422364859,1.946519497100902,-7.1735997,8.7718,9.5404,10.3822,13.0296,56.70910071899999,0.6013927020767195,52.5454,56.4982,56.778797,57.0472,58.1208,-75.88098581099999,1.6067001967455399,-87.3398,-76.11885,-75.6156,-75.087947,-73.065796,95.2278573822746,1.0043023984499333,93.38859184354372,94.68313958888002,95.06452891231474,95.50387880257573,102.88650745573979,0.0,0.0,0.0,0.0,1,4.30638725620814,27.116867225638796,0.2760064124611913,0.3825752163254518,0.41880114781978645,0.49799969997303806,192.21140461563368
22,milenkosRoomNearDevices_2,5,1000.0,9.449473252799999,2.0099503243921837,-7.1735997,8.793149750000001,9.601399,10.5286,13.054,56.738307528,0.6228957264305717,52.5454,56.534798,56.8154,57.1082,58.133,-75.952526546,1.61851461556887,-87.3398,-76.24085,-75.701,-75.1398,-73.261,95.30652975664,1.0105558135273902,93.58536105737905,94.76133020348584,95.13979434201022,95.5972135073107,102.88650745573979,0.0,0.0,0.0,0.0,1,4.324079059947933,27.124045454151602,0.30950793945319577,0.37555803526593773,0.4405916072987883,0.5173338253967175,192.27871045044137
23,milenkosRoomNearDevices_3,5,1000.0,9.8398488298,1.324559516025453,3.477,9.012749625,9.741699749999999,10.653649625,13.3712,56.827733467,0.42914739181028627,55.0464,56.5714,56.8276,57.1082,58.133,-75.594419836,0.8336821832737693,-83.508995,-76.0548,-75.578995,-75.0788,-73.382996,95.09461574594233,0.6129240289782406,93.65141877808367,94.69791846800071,95.05534778769682,95.44750853451721,100.081845717205,0.0,0.0,0.0,0.0,1,4.143074867644664,26.927058297559753,0.2523327990040887,0.2973260553852613,0.32912634846721256,0.3728972346859334,190.73767355574054
24,milenkosRoomNearDevices_4,5,1000.0,9.9252000316,1.2060307122757143,4.8677998,9.1622,9.7722,10.613999,13.3712,56.823707457999994,0.40697775237431916,54.4608,56.5592,56.8276,57.083797,58.169598,-75.48429050200001,0.8293536083213279,-81.7156,-75.9572,-75.4692,-74.97815,-73.3464,95.0118737361159,0.609359015591326,92.89418482144079,94.612443881756,94.99691825597054,95.3546389076729,98.83958169927483,0.0,0.0,0.0,0.0,1,4.136099957743705,26.88265784020887,0.22740606551199935,0.28511198240877866,0.32446236762514036,0.39138990670367696,190.42281718483312
25,milenkosRoomNearDevices_5,5,1000.0,9.913109816399999,1.2331554587568383,4.0748,9.1866,9.796599,10.5896,13.3712,56.825891312,0.4420703958239495,54.4608,56.568349999999995,56.8642,57.096,58.4624,-75.568946423,1.0342984299160596,-82.3622,-75.9328,-75.4814,-75.0056,-73.3464,95.08094072396227,0.718084814108312,92.89418482144079,94.65172082755376,95.00584766327546,95.37758086775219,99.02346464842766,0.0,0.0,0.0,0.0,1,4.201914666522115,26.916053119427897,0.21152216385972347,0.31857412014913544,0.3906899879673049,0.46128114945102355,190.71926530754456
26,milenkosRoomNearDevices_6,5,1000.0,9.9078882237,1.2226514702534206,4.0748,9.1378,9.7844,10.56825,13.0906,56.84158049399999,0.4302319491648395,54.814598,56.5958,56.8642,57.1082,58.4624,-75.583793914,0.9226599535399497,-82.3622,-75.96025,-75.5119,-75.0544,-73.4562,95.10072365788582,0.650348755130571,93.49830451928212,94.70565216361393,95.04334487125243,95.38492502415116,99.02346464842766,0.0,0.0,0.0,0.0,1,4.159573260672893,26.92104875011842,0.1901457435592905,0.29652900894126855,0.3322106003505151,0.39370422119287196,190.71162247610349
27,milenkosRoomNearDevices_7,5,1000.0,9.9475138177,1.153971370764076,6.0512,9.174399,9.7844,10.5896,13.6396,56.856366861999994,0.3851720674302568,55.131798,56.620197,56.8642,57.1082,57.9744,-75.47403042699999,0.6828305380894173,-80.3614,-75.8962,-75.4631,-75.0422,-73.7734,95.0241876013985,0.5264212512536891,93.44949386979043,94.67951700750086,95.01693942275509,95.35933592550779,98.14008047724437,0.0,0.0,0.0,0.0,1,4.08951142926093,26.872862232391345,0.18766202970710436,0.24839746251778086,0.28011991327872665,0.32621753348480925,190.3084831181246
28,milenkosRoomNearDevices_8,5,1000.0,9.9539188032,1.1352974863979763,7.1004,9.174399,9.821,10.60484975,13.6396,56.852780048999996,0.38437637852692114,55.131798,56.5958,56.851997,57.1082,58.1086,-75.460976423,0.7115228653484389,-80.3614,-75.883995,-75.45089999999999,-75.0178,-73.4074,95.01220035353533,0.5487386513954637,93.44949386979043,94.68963094992574,95.00601934306695,95.36595934735409,98.14008047724437,0.0,0.0,0.0,0.0,1,4.105938883252607,26.866140197159304,0.19928149116445462,0.26412708206175617,0.2988326169607901,0.3401584546754516,190.27832650071986
29,milenkosRoomNearDevices_9,5,1000.0,9.9701082237,1.1529453956736697,6.7953997,9.19575,9.8331995,10.641449875000001,13.3712,56.85473203,0.37919741524410433,55.4002,56.592749999999995,56.851997,57.083797,58.2184,-75.466637228,0.739152156588787,-81.252,-75.9084,-75.45089999999999,-74.97815,-73.4074,95.01987992617501,0.563101102941633,93.50972432618974,94.67622603061221,95.0076922833289,95.38806782274679,98.5786279476439,0.0,0.0,0.0,0.0,1,4.112163558709546,26.872802386043002,0.18241293469206926,0.2756986084912544,0.30709286253606927,0.35375333932286845,190.33077480995595
30,milenkosKitchenNotNearDevices1_0,6,1000.0,4.0984679502,1.3816099502290022,-4.9044,3.27875,4.0199,4.9165998,8.6986,38.404525977,0.46668718625922506,36.2584,38.1128,38.405598,38.710598,40.016,-72.856740033,0.9698098636317832,-79.470795,-73.4806,-72.931595,-72.26975,-69.1008,82.47596769014804,0.7675108607960925,79.84341147746632,81.98615240893324,82.47250891155831,82.95045272634368,87.6597962435005,0.0,0.0,0.0,0.0,1,3.7069465052601736,23.413649559475886,0.23634513283735814,0.34299998127714415,0.375496447778053,0.4481418111885832,165.95360971142875
31,milenkosKitchenNotNearDevices1_1,6,1000.0,4.01859455538,1.3392872723756464,-1.6958,3.2086,3.9284,4.8312,8.6498,38.376783138,0.4700407303684542,36.2584,38.088398,38.3812,38.674,39.8452,-72.929073854,0.9466644411217228,-79.727,-73.4806,-72.9438,-72.3704,-70.2232,82.52226400196807,0.7488629093007406,80.49578899962663,82.06170801712304,82.50070294120178,82.94383385203383,88.05814132901058,0.0,0.0,0.0,0.0,1,3.7043413212699465,23.42237887029821,0.25369645233543264,0.3306153378172217,0.3774502868484586,0.4351771125910398,166.01173542019043
32,milenkosKitchenNotNearDevices1_2,6,1000.0,4.06453975734,1.3157176064891272,-1.0857999,3.24215,4.0382,4.87084985,8.6498,38.394582924999995,0.4688862354948794,36.453598,38.09754725,38.3934,38.6984,40.357597,-72.85101816900001,1.0102510743264086,-79.727,-73.49585,-72.8828,-72.2362,-69.0032,82.46379926223264,0.7914354506987049,79.81260134887475,81.97309942986499,82.48993076304458,82.94123249333178,88.05814132901058,0.0,0.0,0.0,0.0,1,3.7156805803000856,23.445985995881593,0.26628568842302414,0.35957234231388385,0.39598843777038,0.4248652771436868,166.18693717282588
33,milenkosKitchenNotNearDevices1_3,6,1000.0,4.043336153656,1.3584075855315982,-1.8177999,3.2818,4.0626,4.88,7.6738,38.357287568,0.5025261145439265,36.0876,38.0762,38.369,38.6618,40.357597,-73.04167973899999,1.2806243499642591,-80.032,-73.5782,-72.9926,-72.3216,-69.0032,82.61630339045081,0.9992662998611012,79.81260134887475,82.05732744682842,82.57995977715217,83.05729181768585,88.0345541550589,0.0,0.0,0.0,0.0,1,3.79963230322611,23.536885885254144,0.2807252669415515,0.3720774869164293,0.42621261362875407,0.5299431862979489,166.8980132969061
34,milenkosKitchenNotNearDevices1_4,6,1000.0,3.957789748229,1.397116691003993,-1.8177999,3.16895,3.9223,4.85864995,7.6738,38.330874564999995,0.5066379576415021,36.0876,38.0518,38.332397,38.6496,39.8574,-73.174684255,1.2005194529185168,-80.032,-73.6392,-73.1146,-72.5412,-69.796196,82.71773259740075,0.9371588983810915,80.42244927425685,82.1968347689475,82.63520439980543,83.09064366078478,88.0345541550589,0.0,0.0,0.0,0.0,1,3.7784095818699313,23.515303189165888,0.28862375388190625,0.3508835900405392,0.4069252883549678,0.49775327967854816,166.72703696063334
35,milenkosKitchenNotNearDevices1_5,6,1000.0,4.080790145043,1.3019816193806746,-1.4762,3.24215,4.0016,4.9532,8.1008,38.398938358,0.45891546311880255,36.4414,38.100597,38.405598,38.6862,40.0526,-72.892168847,0.9739806479467138,-78.043396,-73.53244575000001,-72.9682,-72.2606,-69.0032,82.5025593611971,0.7611939052948498,79.54382878033721,82.02442078140751,82.54663215647213,82.99217304382938,86.22368535176399,0.0,0.0,0.0,0.0,1,3.691295805307432,23.44692338589447,0.21063396519815936,0.3072670398926214,0.3674423700956928,0.43190673700594273,166.16865888689614
36,milenkosKitchenNotNearDevices1_6,6,1000.0,4.108276743169999,1.290961279373586,-0.53679997,3.25435,4.0809,4.9532,8.1008,38.42109356700001,0.44919912591377875,37.0636,38.125,38.43,38.6862,40.0526,-72.851542845,0.9759275553995427,-76.677,-73.520249,-72.8828,-72.224,-69.0032,82.47806184931656,0.7704189656821503,79.54382878033721,81.96941991465005,82.49475454912354,82.98627516997595,85.38263502024286,0.0,0.0,0.0,0.0,1,3.6874848137577856,23.455752555102908,0.24930693668642775,0.31098072216020795,0.35742841203564324,0.4085383547177456,166.226080451297
37,milenkosKitchenNotNearDevices1_7,6,1000.0,4.1140107448,1.2787196906652927,-0.53679997,3.30315,4.0748,4.91964985,7.6981997,38.42164259,0.4334968088642811,36.9904,38.125,38.43,38.6862,40.040398,-72.971822672,0.853134758859634,-75.6034,-73.55684624999999,-72.9682,-72.4192,-70.3574,82.58395212394748,0.6886691626081813,80.70000753557044,82.14676670270418,82.5657599634717,83.05676945402953,84.78878964603753,0.0,0.0,0.0,0.0,1,3.670184505158981,23.46164535566815,0.2259394050323885,0.30570509797563356,0.3390856494128043,0.38873822224342647,166.2502386077379
38,milenkosKitchenNotNearDevices1_8,6,1000.0,4.160809949750001,1.279693454168327,-0.46359998,3.3184,4.0626,4.9288,7.9788,38.422460013999995,0.4348016219040493,36.7464,38.1494,38.4239,38.6984,40.040398,-72.98782899599999,0.8696310760973653,-78.3118,-73.553795,-73.0292,-72.440547,-70.3574,82.60095154826077,0.6961217505917516,80.50693200017002,82.15495662531885,82.60500624840653,83.06169125933351,86.6210808081303,0.0,0.0,0.0,0.0,1,3.675856123483673,23.441245736900008,0.23677678661242443,0.2960175703442423,0.33613356688901563,0.4146862549414879,166.11417235553793
39,milenkosKitchenNotNearDevices1_9,6,1000.0,4.12220915375,1.3993705971065058,-1.708,3.2818,4.0504,4.956249925,8.5278,38.415396204000004,0.47186726511079063,36.478,38.1494,38.43,38.735,40.0038,-72.918838017,1.1303711927986413,-80.4468,-73.553795,-72.925495,-72.25755,-67.9052,82.53827929859959,0.8835269066777376,78.75550940167474,82.02257019813393,82.50860910986214,83.0175716867518,88.56621069105915,0.0,0.0,0.0,0.0,1,3.761897910610356,23.47533466951781,0.2500814868030211,0.344211095416711,0.41064335921986395,0.5170210193815467,166.434267900206
40,milenkosRoomNearDevices1_0,6,1000.0,11.126802407700001,1.7356640032527184,-3.294,10.3334,11.2118,12.090199,15.262199,57.139919317,0.5303992829929182,53.265198,56.86114925,57.169197,57.474197,58.4258,-75.28450336099999,1.1556007022832209,-83.0942,-75.7864,-75.2374,-74.6152,-71.9556,95.18733374048423,0.7274743508065097,93.16619598043596,94.74008584368387,95.1359527284263,95.55703962176415,100.32603072981608,0.0,0.0,0.0,0.0,1,4.200605979951355,26.99139360247598,0.26739311055411963,0.3244413365561188,0.36153957498455525,0.46305595394142635,191.2405102224877
41,milenkosRoomNearDevices1_1,6,1000.0,11.333177585500001,1.4033833600290535,5.7706,10.47675,11.2972,12.1756,15.262199,57.172444520999996,0.5311287546986089,54.826797,56.9008,57.2058,57.5108,58.621,-75.30091239,1.3088667539060264,-81.8864,-75.701,-75.1703,-74.6152,-72.1142,95.23975756785565,0.8406953767708394,93.16619598043596,94.74214569349228,95.11908591964873,95.56218606681475,99.68006920322637,0.0,0.0,0.0,0.0,1,4.25444248501951,26.98850427274246,0.24510097941492848,0.3449461824524843,0.42291658471789983,0.4698731452890154,191.2717733197284
42,milenkosRoomNearDevices1_2,6,1000.0,11.4222741785,1.4658091450498973,3.2818,10.613999,11.3948,12.33724975,15.0548,57.21702325300001,0.5385047283871331,54.826797,56.937397,57.2484985,57.559597,59.1456,-75.18429254,1.374544529643715,-82.2402,-75.64305,-75.0544,-74.468796,-70.1988,95.18669005437033,0.8673865550416042,92.3775422948825,94.7008031523591,95.0797964532099,95.51842134560663,99.68006920322637,0.0,0.0,0.0,0.0,1,4.260049726284869,26.975199425890672,0.2368628163596853,0.3512147442510686,0.41404369327193746,0.4946261390309133,191.18505033835785
43,milenkosRoomNearDevices1_3,6,1000.0,11.5315862045,1.3090781923256127,3.2818,10.736,11.4131,12.39825,15.0182,57.274119242999994,0.44577519889312567,54.8634,56.9618,57.2912,57.559597,59.1456,-74.958421789,0.9667702811031083,-82.2402,-75.5424,-74.969,-74.42,-70.1988,95.04981149442942,0.6672267889011558,92.3775422948825,94.63438417313242,95.02271068779261,95.47185686291601,98.915182691233,0.0,0.0,0.0,0.0,1,4.169005758577428,26.893505799306556,0.26367671995929715,0.30545321436363554,0.35338061827953704,0.4110136887113447,190.5306297531601
