,Name,Label,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50
0,milenkosKitchenNotNearDevices1_0,5,166.6015711837901,0.6284346649191856,0.4596696769253933,0.3351341508992805,0.3605126721105905,0.4944813990507136,0.3183222591247313,0.4125420147672267,0.37280516309006917,0.44424010651932255,0.383489513943593,0.2545291542247608,0.34160820936021363,0.5220887528018705,0.36668824517194526,0.24225535710579527,0.4556710294808684,0.3525563654757117,0.22997601411223012,0.4683147492267924,0.2882927469783341,0.2918105866601675,0.3821105602567805,0.4015032748229049,0.33547106799786086,0.2753586002237745,0.3693498872300376,0.24875719863027437,0.23831848938560704,0.41544461213826894,0.4281430006986243,0.2830405272332481,0.33755943561631147,0.2982784537210424,0.2687169776899824,0.31806333366143985,0.371224684845842,0.30891741025943964,0.27580490376366545,0.2966920999098367,0.3708166746411118,0.3004302337398741,0.29441198020370307,0.28537003111397125,0.37762030062709706,0.26862866271389124,0.3882399440995148,0.27438064986298716,0.3032138434914932,0.29902850820955373
1,milenkosKitchenNotNearDevices1_1,5,165.96901818862742,0.28516003859284106,0.3668001443499838,0.3686351103866729,0.33314172422908817,0.47037430899601607,0.2882486070993041,0.3074214785152809,0.2571869324614757,0.39653801477236883,0.36017592643369806,0.24815221064979232,0.33722263008665054,0.31186877216939496,0.25933858407377636,0.20820223233575513,0.4797532011148188,0.38436689103383437,0.3020453347875622,0.29740388512149896,0.21098843869919037,0.36251830270885527,0.3310117086689575,0.33069156777701114,0.3136055177803813,0.3235209979748583,0.37084397849935835,0.289691152193213,0.3138300490110597,0.4105609153809102,0.4097325227933128,0.2580196184918515,0.23294424343178,0.27335844317958996,0.24281529678023053,0.31466154339284697,0.2978538610603578,0.32795524347500365,0.33313862666702765,0.2519078700556791,0.3342818876467646,0.35966129722801704,0.23697560758552264,0.3737981600838413,0.2651897088531278,0.2956560715986228,0.3545954378945729,0.25646803410359736,0.27846547777317127,0.23455718409298978
2,milenkosKitchenNotNearDevices1_2,5,165.93093186826545,0.2664881609786516,0.3960102365330915,0.3913613454873412,0.4072568144719362,0.4169203733592029,0.32644249663221875,0.29465290370405683,0.24790214974852376,0.44410698566519574,0.4420960765880433,0.354425662540705,0.3142788324510307,0.27686256302601414,0.2660951907842783,0.29566180115054025,0.38254864424703877,0.39636450688318653,0.36192228069848764,0.30652479557253887,0.20147876361339315,0.3003181618473184,0.39140575733016003,0.24844967217644034,0.3296879671992177,0.35333171825230003,0.29454414742539176,0.3312893878393776,0.31015958446850483,0.4154353824700846,0.28718034960700467,0.31811018016158776,0.23952807164674755,0.3168582223938422,0.41023588911235476,0.2722536339657216,0.2756805104415375,0.2784790970970379,0.25048323484233914,0.2640616462774758,0.33656017318907044,0.35700140581272527,0.2403135979379755,0.31949054729353066,0.3322591451831806,0.3220562675625491,0.2559308506821744,0.2650522914870662,0.25995608471951315,0.2770155751022296
3,milenkosKitchenNotNearDevices1_3,5,165.77019207334763,0.2435676653143609,0.31633793394430454,0.30779155123261787,0.2910541305358014,0.40340236443415856,0.2898524049881885,0.3226400019170001,0.2640016627437865,0.4280140305855375,0.32865727082582263,0.3083025358446452,0.28975161814648676,0.30876552954593683,0.2916386004494826,0.30356669062275066,0.4407362699783782,0.2850875000645373,0.30412582804041227,0.3554778192950302,0.21422616211406803,0.32320104358576146,0.4441583386056913,0.25070351398835733,0.309186847811497,0.3039453906643552,0.35069601514058013,0.304318015862715,0.2750804632816112,0.5401952623288717,0.29310396375292525,0.31704485089897216,0.3096065505957418,0.3543200460239446,0.4029709724966229,0.30950067526727487,0.2585536261049745,0.27015879523088765,0.290752755811838,0.24890000003280557,0.3103581809632061,0.2824964321647639,0.2571017082217144,0.3416233942876053,0.2891273404238733,0.38507338562187043,0.3204897172064872,0.2289681537496927,0.311707319801478,0.31742013246240447
4,milenkosKitchenNotNearDevices1_4,5,165.78611964843037,0.2542660819223075,0.28405347824531435,0.3867583854647134,0.2465941018700446,0.3333128990171009,0.36887533861392574,0.29170877696888664,0.2745034980984374,0.5469726805049688,0.36811408629620596,0.2527669923752299,0.2800589413152489,0.3539177431722504,0.2678253686261583,0.2696530510948296,0.36367024936140924,0.29279980822200935,0.298119434156929,0.33015283092066505,0.19714739925345784,0.32425862101384717,0.3118249010442764,0.28168192312311535,0.341268140954824,0.30399529501914535,0.25599406217460785,0.30472387028881065,0.3096104030023092,0.5179378214392314,0.2141050915454265,0.3061160788924426,0.33269050983078086,0.3353561741033048,0.31268081060903236,0.2602907578825885,0.30726886232882694,0.3305912133778278,0.29356551829781624,0.3176910452413164,0.2879449658774052,0.3055227411699322,0.23949672754961615,0.33175881724038925,0.33900589086637534,0.3744994009104186,0.332250634056497,0.2797866781512658,0.33597342229216803,0.29137682741963716
5,milenkosKitchenNotNearDevices1_5,5,165.83374644338517,0.35208660994519303,0.34022919013912,0.30386523240290336,0.3340136107867413,0.33042356629935216,0.35393257897680985,0.23635318999485871,0.2777114308602663,0.5817054647351678,0.35412246827288396,0.31570833268066967,0.38986861072544354,0.3599822206587228,0.28849719253808387,0.2847338431191265,0.4295385153119872,0.3077159211882093,0.2584741121026431,0.34314350726217463,0.24751842337129581,0.44103639198504785,0.34164374500801586,0.27793489829996426,0.35364460016429405,0.36970979718420527,0.25803198373138725,0.37486306479811404,0.29721644689471516,0.46577638724033626,0.41369874785562133,0.35522848341429913,0.26845293194192377,0.33587724355295806,0.276879372199866,0.3051907802200375,0.345640804429227,0.2717352242667312,0.309914951586999,0.37882718566914964,0.26774830631411933,0.23719700946314445,0.30683182502003087,0.385952684364448,0.28274023378943425,0.4421610751918637,0.29858501558449646,0.23303092961372315,0.31653344849663023,0.30537753129734413
6,milenkosKitchenNotNearDevices1_6,5,165.95465812338034,0.35880938526271033,0.2888617011421277,0.3439154218284097,0.4266950532770306,0.39669054481794885,0.31131611045557833,0.261516623071434,0.27293340596790727,0.5226345003927015,0.347406821451998,0.4299130077836911,0.3707877653181842,0.34054456005068245,0.3951493619847361,0.317025467766883,0.4334522924312151,0.28476496395588086,0.3112990299590456,0.4841680041099573,0.25268822742299724,0.43755207908596006,0.41592024343748013,0.31668350576767523,0.31666128232275353,0.36197022633312237,0.3114495470581562,0.37888571947307803,0.33811225944042494,0.40224803754289046,0.4251029131830478,0.3928803335129367,0.34140140476820735,0.2812057198926003,0.3055653826103039,0.3525803428403488,0.30533267475142245,0.33979485321351427,0.2992453887261219,0.4266385379263061,0.2988230038806348,0.2377624936825328,0.45651283459536507,0.3252347986990084,0.41515858127780947,0.44331656335363523,0.24408491678755465,0.25370089402784757,0.3995969992297384,0.33661453350864323
7,milenkosKitchenNotNearDevices1_7,5,165.90772472334137,0.39882963161325485,0.326349200936855,0.40845516461248726,0.48638641342203137,0.32316875864459,0.2836902897751143,0.2604410235558149,0.27704665686270047,0.5715883912013083,0.35318041785914944,0.34500921997608147,0.3306392451869639,0.36468698380904424,0.33426408054305146,0.3081110335167352,0.4072411560105584,0.3030106646315184,0.26671023891902496,0.4517206346694054,0.2583405542294778,0.4191381632213085,0.39146315174486906,0.26390085064388336,0.3395014783426105,0.24639251677010063,0.37788259003198976,0.26389615027609237,0.28435277777300205,0.3499877923068643,0.480776738679811,0.3676871666635759,0.3553992809998919,0.27885891776312066,0.4160227849886919,0.43371170548590376,0.2539376181526617,0.41106786007293844,0.2421976714245802,0.40897727558028363,0.30175565979805147,0.23113642519530142,0.4488163684077052,0.2801273357735016,0.44719994657447043,0.3348518475150808,0.2384093715997198,0.2606679539760237,0.35408843447356886,0.29669772882328915
8,milenkosKitchenNotNearDevices1_8,5,165.46108997645328,0.40598004221176487,0.3725825089104577,0.3591661996073823,0.4466478492400362,0.36294873664655214,0.40319336858243837,0.34306474344126037,0.34087315009340474,0.6897145412383827,0.3887707874083799,0.3534593760820789,0.2803944790703575,0.38039708222805696,0.24854419745493758,0.3868982234481554,0.28203968016179964,0.39497751656330776,0.3351604848150835,0.43649511671759067,0.35816334772390146,0.3644517697129474,0.2882889655983758,0.3532446336495857,0.3232036559433473,0.34165667199985705,0.33187831538013646,0.3304711938933997,0.2760395126828972,0.4009530330347265,0.44096023149276287,0.3078967403779662,0.2905651836444525,0.47880763138094673,0.4110024498181507,0.4238270583193683,0.3061082958689772,0.3535012859589922,0.2186178326217547,0.33169251110194364,0.28319096376126135,0.30957080619224675,0.27740199897150186,0.2809722253142887,0.31997497941310504,0.3143508880973544,0.2689443954563822,0.24514318724627104,0.28241343440029226,0.3540390126770562
9,milenkosKitchenNotNearDevices1_9,5,165.6976280074703,0.31654864897638,0.346813166164743,0.32306407581328433,0.38645566633758627,0.3761176590303251,0.42972438170564853,0.2828890099561056,0.47073503182717913,0.5771253912897618,0.38266587523993006,0.3599125199742873,0.31736436830609627,0.38533236295341494,0.2813047260688735,0.3703874169947444,0.3806483554237811,0.34714513692236887,0.42472445674098286,0.5436468287014269,0.4258539578810987,0.32869088859890516,0.3248829303506573,0.4267798400293643,0.22493575516485698,0.384793145675449,0.3115409085531192,0.3275764206072089,0.2739221626476129,0.3508592191755719,0.40899852051550933,0.3255767322887696,0.3538043517514707,0.3971459552172717,0.3271569609261038,0.2898860424607022,0.3781268548195124,0.3160871426851238,0.2182111585511848,0.31923426520537723,0.3542943289701457,0.283369533722874,0.24686910820695543,0.48878166091394293,0.33552576471767703,0.3307481420833871,0.2483377372898536,0.3302619888549428,0.3552967270203641,0.30323064682106254
10,milenkosRoomNearDevices1_0,5,190.6521159436024,0.40686324955354286,0.31023540518889964,0.32180532747590784,0.3595820996128697,0.3286156458536303,0.23480527706421012,0.2968726473955796,0.2321240783409905,0.39284607121303966,0.35727475611691717,0.42788663506959546,0.4127548964222579,0.34825298105574953,0.3041231005202995,0.23629305142743906,0.37136322391889603,0.32492659112875566,0.3067031252131652,0.36921473249019565,0.35434751119716645,0.24028569651882292,0.2905763252437473,0.27885418228493897,0.2940661232201198,0.35724861328266183,0.3378853033578318,0.3224658145593702,0.25846839608201944,0.46798224749705064,0.37693519695856503,0.35626504820144583,0.3078248898361558,0.31539652715258526,0.35372614712826395,0.2249167313331783,0.37336611493999927,0.33558406831511095,0.29194314487425926,0.29482559886544507,0.2557560076421835,0.3026698495677402,0.4279327840951506,0.319365612283017,0.3062292169291907,0.326046780569898,0.2839413916579514,0.29652222673784023,0.29327046102739524,0.2791981296669715
11,milenkosRoomNearDevices1_1,5,192.21140461563368,1.445330343166387,0.9398332228236727,1.1375991269313,0.6951710585988073,0.5828979734708354,0.3968222122619752,0.4707101477842407,0.5469323613268078,0.5001661285222037,0.42127667618200565,0.46141021449246383,0.512044673741748,0.47667839382146615,0.3862662492539037,0.5682323055026729,0.3964641811260992,0.5446594012516537,0.47220606052715375,0.46173703911289654,0.4313703852122357,0.3575878908455349,0.3409240072232785,0.36874345116890317,0.28852011124023397,0.5145045081904823,0.41725473502769006,0.4033443998067511,0.42034756061188283,0.43398781785035395,0.39711506164230215,0.3986125122093106,0.3954094506083674,0.3813448720159678,0.34967088396264745,0.35752460296869815,0.4049266367244882,0.3018151302405168,0.38043648361447047,0.39708661599631817,0.307625147035825,0.4093192265727667,0.49150041432554137,0.40230558145167794,0.5144517664878182,0.4600700442846043,0.4325893624610901,0.29898263396467745,0.2760064124611913,0.3581427186694276
