,name,label,count,X_UnCal_mean,X_UnCal_std,X_UnCal_min,X_UnCal_25%,X_UnCal_50%,X_UnCal_75%,X_UnCal_max,Y_UnCal_mean,Y_UnCal_std,Y_UnCal_min,Y_UnCal_25%,Y_UnCal_50%,Y_UnCal_75%,Y_UnCal_max,Z_UnCal_mean,Z_UnCal_std,Z_UnCal_min,Z_UnCal_25%,Z_UnCal_50%,Z_UnCal_75%,Z_UnCal_max,Intensity_mean,Intensity_std,Intensity_min,Intensity_25%,Intensity_50%,Intensity_75%,Intensity_max,X_Bias,Y_Bias,Z_Bias,Accuracy
0,milenkosKitchenNotNearDevices1,6,5998.0,4.095770606221908,1.3418442550524279,-4.9044,3.2696,4.0504,4.9288,8.6986,38.40234515238413,0.4675999308490505,36.0876,38.1128,38.405598,38.6984,40.357597,-72.92221631710571,1.0414838804315012,-80.4468,-73.529396,-72.956,-72.297195,-67.9052,82.53240615349185,0.818838109035985,78.75550940167474,82.04004002784941,82.53065822309674,83.00678143258358,88.56621069105915,0.0,0.0,0.0,1
1,milenkosRoomNearDevices1,6,5998.0,11.445347007402466,1.4174212330101044,-3.294,10.6384,11.407,12.285399,16.2016,57.236946092530836,0.478431831726115,53.265198,56.9618,57.2546,57.547398,59.1456,-75.09083237012337,1.0482114987815625,-83.0942,-75.6156,-75.0666,-74.5176,-70.1988,95.12388841760723,0.6922249416380454,92.09370687950404,94.70468078921415,95.08979008000748,95.49266568436377,100.32603072981608,0.0,0.0,0.0,1
2,milenkosRoomNearDevices,6,5998.0,11.430728569306433,1.4807665550638138,1.8909999,10.5774,11.467999,12.3952,16.2016,57.32131689196398,0.49452566098724754,54.717,57.010597,57.3278,57.645,61.0244,-74.98502715255084,1.163633240601713,-85.204796,-75.6522,-74.9934,-74.28885,-68.2712,95.09153213115779,0.7351635392752492,92.32458719214509,94.6263078573005,95.08468485413742,95.51797789956842,101.39755007683084,0.0,0.0,0.0,1
3,milenkosKitchenNotNearDevices1,5,5998.0,2.534174688836112,1.2310096819820406,-9.7355995,1.7720499,2.44,3.2452,6.5758,38.199013190230076,0.38937191742898486,35.6484,37.9542,38.1982,38.4544,39.8452,-73.34587030610203,0.7285993408302495,-79.141396,-73.7856,-73.3464,-72.8706,-70.8454,82.74670279627185,0.6197316308489675,80.78664606975586,82.33511171683784,82.7295403530371,83.11980892615486,87.48209445840227,0.0,0.0,0.0,1
4,milenkosRoomNearDevices1,5,5998.0,9.831416001533844,1.3842764482198344,-7.1735997,9.076799,9.7478,10.5774,13.6396,56.82476590213405,0.45118219525150194,52.5454,56.5836,56.839798,57.1082,58.4624,-75.579115114038,1.0046859402041086,-87.3398,-75.9938,-75.5058,-75.0178,-73.065796,95.08189687105083,0.6892222006645803,92.89418482144079,94.67290006015449,95.02903168486,95.40757718050709,102.88650745573979,0.0,0.0,0.0,1
5,milenkosRoomNearDevices,5,5998.0,9.831416001533844,1.3842764482198344,-7.1735997,9.076799,9.7478,10.5774,13.6396,56.82476590213405,0.45118219525150194,52.5454,56.5836,56.839798,57.1082,58.4624,-75.579115114038,1.0046859402041086,-87.3398,-75.9938,-75.5058,-75.0178,-73.065796,95.08189687105083,0.6892222006645803,92.89418482144079,94.67290006015449,95.02903168486,95.40757718050709,102.88650745573979,0.0,0.0,0.0,1
