,name,location,device_id,label,count,X_UnCal_mean,X_UnCal_std,X_UnCal_min,X_UnCal_25%,X_UnCal_50%,X_UnCal_75%,X_UnCal_max,Y_UnCal_mean,Y_UnCal_std,Y_UnCal_min,Y_UnCal_25%,Y_UnCal_50%,Y_UnCal_75%,Y_UnCal_max,Z_UnCal_mean,Z_UnCal_std,Z_UnCal_min,Z_UnCal_25%,Z_UnCal_50%,Z_UnCal_75%,Z_UnCal_max,Intensity_mean,Intensity_std,Intensity_min,Intensity_25%,Intensity_50%,Intensity_75%,Intensity_max,X_Bias,Y_Bias,Z_Bias,Bias_Intensity,Accuracy,fourier_mean,fourier_std,fourier_min,fourier_25%,fourier_50%,fourier_75%,fourier_max
0,LATERNAWithTraffic2_000,Restaurant,029a77f196804217,5,1000.0,0.8778914750957447,0.21843345129954986,0.0,0.9361702127659576,0.948936170212766,0.9617020567375887,0.9978723404255319,0.11682158704394831,0.2532778821788755,0.0027662978522336548,0.030428769228414726,0.03872752447252782,0.048409405590659815,1.0,0.6331904984126983,0.15624967650702545,0.0,0.6349206349206348,0.6666667328042327,0.6984126984126983,1.0,1.1461264849247228,0.0883932649317731,0.6367045988594843,1.138869487218411,1.1612207101542373,1.1856573668505412,1.3920278879916668,36.0,-13.92,-0.9,38.60798363033221,1,0.06616349050803097,0.3637202716547385,0.0012861235933239784,0.004203003314298815,0.006337373522777601,0.01615206033501773,2.5795995013405233
1,LATERNAWithTraffic2_001,Restaurant,029a77f196804217,5,1000.0,0.9485531768439717,0.01587771510041147,0.9042553191489361,0.9382978014184398,0.948936170212766,0.9595744680851064,0.9978723404255319,0.039742749882960525,0.009759325876235625,0.011065006992150898,0.03319506708064822,0.040110650346546727,0.04564315384262217,0.074688797197018,0.6617500198412698,0.03903007652880276,0.5714285714285714,0.638888955026455,0.6587301587301587,0.6825397486772485,0.9007936507936508,1.1577600378444897,0.026588124919676954,1.1004937811031172,1.140356469154397,1.1558091728134499,1.172158790174981,1.3158075137236425,36.0,-13.92,-0.9,38.60798363033221,1,0.05735502270166824,0.33051151105617016,0.0007036592638696199,0.004084021495935952,0.006535898922835353,0.01593546003216671,2.346611754801425
2,LATERNAWithTraffic2_002,Restaurant,029a77f196804217,5,1000.0,0.9467680697163121,0.015367066125456864,0.9042553191489361,0.9361702127659576,0.9468085106382979,0.9574468085106382,0.9936170212765958,0.037567092468191114,0.009551059249942994,0.004149377622056546,0.03181189510243363,0.037344444702704926,0.04426002796860327,0.065006916078886,0.6589404937830686,0.044147956289441966,0.5674603835978835,0.6309523809523808,0.6547619047619047,0.6785714285714284,0.9365080026455027,1.1547044991568782,0.030268953425575472,1.0879201138760746,1.1365768545621928,1.1518948920940235,1.1676402494781937,1.3313072068240568,36.0,-13.92,-0.9,38.60798363033221,1,0.057725912214207274,0.33013528328599995,0.0008044690361879932,0.004085417674020753,0.006179645845378607,0.01684593953857376,2.344118978964688
3,LATERNAWithTraffic2_003,Restaurant,029a77f196804217,5,1000.0,0.9455872184042553,0.015537140604527563,0.9042553191489361,0.9340425531914894,0.9446808510638297,0.9553190780141844,0.9893617021276597,0.03568327452063129,0.009880363335455895,0.0,0.029045643354395988,0.03596127272449018,0.04287690209458453,0.065006916078886,0.6556190653439152,0.043720855552880994,0.5634920634920634,0.6309523809523808,0.6507937169312169,0.6706349206349206,0.9365080026455027,1.1517926761485964,0.029455531259345955,1.0877934482313492,1.1331827853258105,1.1491934877015293,1.1637199056474847,1.3313072068240568,36.0,-13.92,-0.9,38.60798363033221,1,0.05768249674908203,0.32892937148873835,0.0006549426748293456,0.0040594548016669695,0.005692649851014439,0.016704571027431097,2.335670301211884
4,LATERNAWithTraffic2_004,Restaurant,029a77f196804217,5,1000.0,0.9447106226595745,0.015931023467356704,0.8914893617021276,0.9340425531914894,0.9446808510638297,0.9553190780141844,0.9893617021276597,0.035854782889728855,0.009752046432933282,0.0,0.029045643354395988,0.03596127272449018,0.04287690209458453,0.07607199222733059,0.6507897008597884,0.038788853659821466,0.5595238095238095,0.626984126984127,0.6468253968253969,0.6666667328042327,0.892857208994709,1.1482487444008334,0.02584707782184381,1.0877934482313492,1.1313575421434345,1.1470677370906754,1.1601968574388777,1.2874304128732095,36.0,-13.92,-0.9,38.60798363033221,1,0.05663728029569549,0.32756267073174883,0.0006441480085008005,0.004238952117982259,0.006530933316975256,0.014891386672732446,2.325589285134443
5,LATERNAWithTraffic2_005,Restaurant,029a77f196804217,5,1000.0,0.9448021123049646,0.015578677252968274,0.8914893617021276,0.9340425531914894,0.9446808510638297,0.9553190780141844,0.9893617021276597,0.03619088342225145,0.009692896925409741,0.009681881118131995,0.030428769228414726,0.03596127272449018,0.04287690209458453,0.07607199222733059,0.651734145568783,0.04187517384902751,0.5515873677248677,0.626984126984127,0.6468253968253969,0.6706349206349206,0.9523809523809522,1.148923147493362,0.027976404974254295,1.0636549320486708,1.132546366583112,1.1470391367151942,1.1615574842036755,1.33456878200479,36.0,-13.92,-0.9,38.60798363033221,1,0.05744119501275437,0.3278160950419194,0.000638610017760884,0.0034946968375558544,0.007315748552137541,0.01673084418769537,2.3279383868391195
6,LATERNAWithTraffic2_006,Restaurant,029a77f196804217,5,1000.0,0.9449319006028369,0.014780779855206453,0.8914893617021276,0.9340425531914894,0.9446808510638297,0.9553190780141844,0.9893617021276597,0.037096830224275054,0.009749875419729928,0.009681881118131995,0.030428769228414726,0.037344444702704926,0.04287690209458453,0.07053941957496145,0.6539008113756613,0.04393781869824998,0.5515873677248677,0.6309523809523808,0.6507937169312169,0.6706349206349206,0.9523809523809522,1.1503131383142093,0.0296837839303279,1.0636549320486708,1.1332275335258506,1.1481375638419506,1.1640677345040973,1.33456878200479,36.0,-13.92,-0.9,38.60798363033221,1,0.05766716376786213,0.3288549610080105,0.0006133317353065016,0.003559671867253475,0.006479142617388555,0.017258225339868406,2.3352957422844263
7,LATERNAWithTraffic2_007,Restaurant,029a77f196804217,5,1000.0,0.9443382824822695,0.014863478984755889,0.8914893617021276,0.9340425531914894,0.9446808510638297,0.9531914893617022,0.9893617021276597,0.037876911926304206,0.009529551102176513,0.011065006992150898,0.030428769228414726,0.037344444702704926,0.04426002796860327,0.07053941957496145,0.6501627167989418,0.041195269225302124,0.5436507936507935,0.626984126984127,0.6468253968253969,0.6666667328042327,0.9126984126984127,1.1476671447728928,0.028083817696237863,1.070177189637345,1.1316481265289438,1.1458567781816975,1.1606066099899486,1.322508045703903,36.0,-13.92,-0.9,38.60798363033221,1,0.05708298259513269,0.32892620164253855,0.0009131509770888912,0.004015599162454997,0.006435053127040035,0.014890874237994003,2.3354087818245644
8,LATERNAWithTraffic2_008,Restaurant,029a77f196804217,5,1000.0,0.9458850910283688,0.015766887178722478,0.8914893617021276,0.9361702127659576,0.9446808510638297,0.9553190780141844,0.9914892907801419,0.03693362044905691,0.009453086705208651,0.006915698526388043,0.030428769228414726,0.037344444702704926,0.04287690209458453,0.06362379020486726,0.649654780621693,0.03947476998674429,0.5436507936507935,0.626984126984127,0.6468253968253969,0.6666667328042327,0.9126984126984127,1.1485976160774136,0.027066538468213712,1.0727119372731482,1.1328001133945897,1.1463749197319115,1.1629218576138043,1.322508045703903,36.0,-13.92,-0.9,38.60798363033221,1,0.05680953484879403,0.3298312771863686,0.0008733598907309338,0.003750627640420153,0.006314214179340569,0.016572715242337468,2.3415792155895097
9,LATERNAWithTraffic2_009,Restaurant,029a77f196804217,5,1000.0,0.9469872194680851,0.016721389435085957,0.8914893617021276,0.9361702127659576,0.9468085106382979,0.9574468085106382,0.9914892907801419,0.037254506135923335,0.01012126156261171,0.006915698526388043,0.030428769228414726,0.037344444702704926,0.04426002796860327,0.065006916078886,0.6501031925925925,0.04088840442920104,0.5674603835978835,0.626984126984127,0.6468253968253969,0.6666667328042327,0.892857208994709,1.1498059513670014,0.02838636256409458,1.0844770176526468,1.1314571681078844,1.148239924418022,1.1631581925661396,1.310638122090676,36.0,-13.92,-0.9,38.60798363033221,1,0.057413281720662984,0.33010164154104554,0.0009175615113989052,0.0032839797807557615,0.006250454258803637,0.016362758118569055,2.3437696690086067
10,LATERNAWithTraffic2_010,Restaurant,029a77f196804217,5,1000.0,0.945872325212766,0.015763257730380946,0.8936170212765957,0.9361702127659576,0.9468085106382979,0.9553190780141844,1.0,0.03847304086080948,0.009952348930539546,0.006915698526388043,0.03181189510243363,0.03872752447252782,0.04564315384262217,0.065006916078886,0.6472658917328042,0.04370739314732129,0.5436507936507935,0.6230159391534391,0.6428571428571428,0.6626984126984127,0.892857208994709,1.1473835957660476,0.029582634599945142,1.0844770176526468,1.129804258748715,1.145162402829667,1.1595178005228894,1.310638122090676,36.0,-13.92,-0.9,38.60798363033221,1,0.057096179659422146,0.32918197174559477,0.0007962485500825286,0.0035911846481895947,0.006262816266123462,0.016866694401669963,2.33707276608283
11,LATERNAWithTraffic2_011,Restaurant,029a77f196804217,5,1000.0,0.9445872207801418,0.014693761045184939,0.895744680851064,0.9340425531914894,0.9446808510638297,0.9553190780141844,1.0,0.03823237748892845,0.00936609054296853,0.011065006992150898,0.03181189510243363,0.03872752447252782,0.04426002796860327,0.065006916078886,0.6461627179232804,0.042636214234414056,0.5436507936507935,0.619047619047619,0.6428571428571428,0.6636904927248677,0.8849206349206348,1.1456734852984807,0.028024924923773592,1.0856232760437035,1.1286145324571941,1.1425064258191857,1.1587719511707868,1.3015414415706612,36.0,-13.92,-0.9,38.60798363033221,1,0.05719803873266185,0.3278932494430516,0.0006681605337581738,0.00366855312656425,0.006335658251644653,0.016297905854665215,2.3282614092530314
12,LATERNAWithTraffic2_012,Restaurant,029a77f196804217,5,1000.0,0.9431106259574467,0.015179963336748169,0.8914893617021276,0.9319148226950353,0.9425531914893618,0.9531914893617022,0.9893617021276597,0.036510384600117976,0.009156379333779021,0.011065006992150898,0.030428769228414726,0.03596127272449018,0.04287690209458453,0.065006916078886,0.6431230353174603,0.04265162809115777,0.5476190476190477,0.619047619047619,0.638888955026455,0.6587301587301587,0.8849206349206348,1.142690422558305,0.02808175258200051,1.0625054885357992,1.1259990261727255,1.1403372852364768,1.1545759819176689,1.308058192717379,36.0,-13.92,-0.9,38.60798363033221,1,0.056999878194526954,0.32768304727459907,0.00043274435035194287,0.00448099108468118,0.0061942721307668945,0.017199687863168795,2.326645349441715
13,LATERNAWithTraffic2_013,Restaurant,029a77f196804217,5,1000.0,0.941972324929078,0.015903791352871562,0.8914893617021276,0.9319148226950353,0.9404255319148936,0.9531914893617022,0.9936170212765958,0.03653804697928577,0.009032326131304995,0.005532503496075449,0.030428769228414726,0.037344444702704926,0.04287690209458453,0.06224066433084836,0.6416468443121692,0.04147142123351391,0.5476190476190477,0.619047619047619,0.638888955026455,0.6587301587301587,0.8849206349206348,1.1408944570840085,0.02775804046588414,1.0625054885357992,1.1247502053972245,1.1394782327383517,1.1523464444315388,1.308058192717379,36.0,-13.92,-0.9,38.60798363033221,1,0.05672020686167417,0.3260055468789945,0.0005130059896062592,0.003905741389081762,0.006484467060087573,0.014400303692888328,2.314636388359609
14,LATERNAWithTruffic_000,Restaurant,029a77f196804217,5,1000.0,0.5766441425548426,0.14024029963234297,0.15254213348647794,0.4745764052475723,0.5762710667432389,0.6779662932108173,1.0,0.5239443533778867,0.13279290375893585,0.0925923125284915,0.42592574874251476,0.5185183699130771,0.6111109910836395,1.0,0.308875082291667,0.10201676556140075,0.05208333333333409,0.2499999999999997,0.30208333333333376,0.3541670138888892,1.0,0.8537732884332663,0.14557933578926968,0.4379516831033798,0.7612188981382391,0.853228527542325,0.9448890973051116,1.4705764698001003,36.0,-13.92,-0.9,38.60798363033221,1,0.09345204378327562,0.275515539562848,0.004894997616636009,0.021611982867647584,0.03652015077693449,0.09265925165434671,1.9754114689614812
15,LATERNAWithTruffic_001,Restaurant,029a77f196804217,5,1000.0,0.5003729300488504,0.13827863181620048,0.050847471990811244,0.40677921095457936,0.49152556257784236,0.5932205065594659,0.9152544958346034,0.48594434103220385,0.13363780839986886,0.07407378829437836,0.38888870027428957,0.48148132144485195,0.5740739426154143,1.0,0.29960424618055587,0.10199465930996361,0.062499999999999924,0.23958368055555643,0.29166666666666674,0.34375000000000083,1.0,0.7753088865452565,0.15010632836206472,0.2763731847813935,0.6694853934482792,0.7666892955119888,0.8596646120539668,1.4705764698001003,36.0,-13.92,-0.9,38.60798363033221,1,0.0913562626119859,0.25921666670885074,0.005059685662182049,0.020495053212822797,0.03397269205288372,0.09582122774837519,1.856492615695975
16,LATERNAWithTruffic_002,Restaurant,029a77f196804217,5,1000.0,0.46461019650005564,0.12879353866631088,0.01694915733027008,0.3898303361102651,0.4745764052475723,0.5423730345686536,0.8983053385043334,0.45570359126654036,0.12436320327433899,0.07407378829437836,0.3703701760401775,0.4629631058528108,0.5370368941471891,0.9074073788294377,0.28435425017361143,0.10028382474424712,0.062499999999999924,0.2291666666666668,0.2812500000000009,0.3229166666666667,0.9895836805555556,0.7264220960161593,0.13705537779180585,0.2763731847813935,0.6358590101396038,0.7221307589481996,0.8032027947305784,1.3918934796699722,36.0,-13.92,-0.9,38.60798363033221,1,0.08731286490077593,0.22601588614749876,0.00559120499091486,0.019733332675608853,0.03654686255807439,0.08518732222171463,1.6153403550655656
17,LATERNAWithTruffic_003,Restaurant,029a77f196804217,5,1000.0,0.46486442877526246,0.13009137790937417,0.01694915733027008,0.3728814612659498,0.4745764052475723,0.5593221918989247,0.8135592693670262,0.45351840478963096,0.12137314283449402,0.0925923125284915,0.3703701760401775,0.4444442729766268,0.5370368941471891,0.9074073788294377,0.2780834196180559,0.11061811248881732,0.041666666666667025,0.21874999999999972,0.27083385416666705,0.3229166666666667,0.9375000000000001,0.7236992514972773,0.1386887828772864,0.322567875629681,0.6327231719992595,0.7168268923009801,0.8041286312225089,1.381941887941851,36.0,-13.92,-0.9,38.60798363033221,1,0.08654385129859576,0.21937090302330892,0.005416055051663218,0.02124539840270066,0.03513889067157331,0.08537598965721578,1.5676548974405493
18,LATERNAWithTruffic_004,Restaurant,029a77f196804217,5,1000.0,0.4495593377286266,0.12366227600290851,0.06779662932108133,0.3559323039356797,0.4406780905870311,0.5423730345686536,0.8474578665135221,0.45824062877797167,0.12254977865103017,0.0925923125284915,0.3703701760401775,0.4629631058528108,0.5370368941471891,0.8333332818929884,0.2727292472222225,0.10877509942554055,0.041666666666667025,0.20833368055555523,0.26041666666666674,0.31250000000000083,0.9375000000000001,0.7147100906241867,0.13333140701259683,0.360973442111699,0.6261856107115533,0.7039399275329703,0.7906823448872162,1.2605684039654215,36.0,-13.92,-0.9,38.60798363033221,1,0.08413582611461971,0.21975260134772256,0.005685075393448273,0.021602922897310327,0.03189944327086248,0.08079053658417494,1.5687641990314996
