,X_AWARE,Y_AWARE,Z_AWARE,time_AWARE
0,23.729000091552734,14.054399490356445,-33.79399871826172,1669604764660.0
1,26.107999801635742,14.615599632263184,-33.367000579833984,1669604764862.0
2,26.608200073242188,14.822999954223633,-32.96440124511719,1669604765062.0
3,25.314998626708984,14.7253999710083,-33.79399871826172,1669604765261.0
4,26.242198944091797,14.822999954223633,-33.01319885253906,1669604765461.0
5,31.48819923400879,15.920999526977539,-32.32999801635742,1669604765662.0
6,31.73219871520996,15.73799991607666,-32.53739929199219,1669604765861.0
7,27.035200119018555,14.847399711608887,-35.55080032348633,1669604766060.0
8,30.47559928894043,15.298799514770508,-33.37919998168945,1669604766261.0
9,31.597999572753906,15.920999526977539,-33.293800354003906,1669604766460.0
10,32.50080108642578,16.2992000579834,-33.08639907836914,1669604766661.0
11,31.878599166870117,15.847799301147461,-32.927799224853516,1669604766860.0
12,31.622400283813477,15.969799995422363,-32.988800048828125,1669604767061.0
13,32.049400329589844,16.21380043029785,-32.354400634765625,1669604767261.0
14,32.183597564697266,16.16499900817871,-33.34259796142578,1669604767461.0
15,31.000200271606445,15.652599334716797,-32.22019958496094,1669604767661.0
16,29.951000213623047,15.030399322509766,-33.17179870605469,1669604767862.0
17,30.82939910888672,15.7746000289917,-33.17179870605469,1669604768061.0
18,33.37919998168945,15.750199317932129,-32.69599914550781,1669604768261.0
19,32.50080108642578,16.152799606323242,-32.6349983215332,1669604768461.0
20,32.79359817504883,15.347599983215332,-32.6349983215332,1669604768660.0
21,31.45159912109375,15.969799995422363,-32.50080108642578,1669604768861.0
22,33.07419967651367,15.920999526977539,-32.13479995727539,1669604769062.0
23,32.22019958496094,15.677000045776367,-32.78139877319336,1669604769261.0
24,33.8671989440918,16.079599380493164,-32.342201232910156,1669604769460.0
25,30.82939910888672,15.542799949645996,-33.305999755859375,1669604769662.0
26,32.09819793701172,15.847799301147461,-32.50080108642578,1669604769861.0
27,31.256399154663086,15.786799430847168,-32.84239959716797,1669604770062.0
28,33.20840072631836,16.360198974609375,-31.79319953918457,1669604770261.0
29,30.47559928894043,15.323199272155762,-33.257198333740234,1669604770461.0
30,32.293399810791016,15.981999397277832,-32.5984001159668,1669604770661.0
31,33.84280014038086,16.274799346923828,-32.15919876098633,1669604770860.0
32,31.7810001373291,15.945399284362793,-33.13520050048828,1669604771060.0
33,31.47599983215332,15.591599464416504,-33.635398864746094,1669604771261.0
34,31.561399459838867,15.73799991607666,-33.64759826660156,1669604771461.0
35,25.644399642944336,14.664400100708008,-35.80699920654297,1669604771660.0
36,29.755800247192383,15.8843994140625,-34.5015983581543,1669604771860.0
37,29.328800201416016,15.579400062561035,-33.80619812011719,1669604772060.0
38,29.76799964904785,15.725799560546875,-34.34299850463867,1669604772261.0
39,31.658998489379883,16.274799346923828,-33.293800354003906,1669604772460.0
40,30.14620018005371,15.811200141906738,-33.562198638916016,1669604772662.0
41,30.219398498535156,15.335399627685547,-33.79399871826172,1669604772860.0
42,29.865598678588867,15.542799949645996,-33.684200286865234,1669604773060.0
43,30.51219940185547,15.835599899291992,-33.59880065917969,1669604773260.0
44,31.061199188232422,15.90880012512207,-32.0005989074707,1669604773460.0
45,31.841999053955078,15.969799995422363,-33.48899841308594,1669604773660.0
46,31.597999572753906,15.811200141906738,-33.39139938354492,1669604773860.0
47,30.743999481201172,15.677000045776367,-33.8671989440918,1669604774060.0
48,30.75619888305664,15.579400062561035,-33.611000061035156,1669604774260.0
49,31.585800170898438,15.725799560546875,-33.000999450683594,1669604774460.0
50,29.889999389648438,15.445199966430664,-33.2327995300293,1669604774660.0
51,30.024198532104492,15.3597993850708,-34.11119842529297,1669604774860.0
52,30.82939910888672,15.677000045776367,-33.07419967651367,1669604775061.0
53,31.744400024414062,15.847799301147461,-33.09859848022461,1669604775263.0
54,30.207199096679688,15.176799774169922,-33.34259796142578,1669604775460.0
55,30.658599853515625,16.055200576782227,-32.81800079345703,1669604775661.0
56,30.524398803710938,15.493999481201172,-33.2327995300293,1669604775860.0
57,29.42639923095703,15.25,-34.208797454833984,1669604776061.0
58,28.975000381469727,15.420799255371094,-34.46500015258789,1669604776261.0
59,30.072999954223633,15.176799774169922,-34.208797454833984,1669604776460.0
